Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,Min/90,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls/90,Ast/90,G+A/90,G-PK/90,G+A-PK/90,xG,npxG,xA,npxG+xA,xG/90,xA/90,xG+xA/90,npxG/90,npxG+xA/90
1526,Mariano Díaz,DOM,FW,Olympique Lyon,Ligue 1,24,1993,3,2,143,1.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.3,0.15,0.03,0.18,0.15,0.18
1527,Adrian Mariappa,JAM,DF,Watford FC,Premier League,31,1986,26,20,1927,21.4,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.7,1.5,0.04,0.03,0.07,0.04,0.07
1528,Jordan Marié,FRA,MF,Dijon FCO,Ligue 1,26,1991,26,20,1803,20.0,1,1,1,0,0,4,0,0.05,0.05,0.10,0.05,0.10,1.0,1.0,0.5,1.5,0.05,0.03,0.08,0.05,0.08
1529,Adrián Marín,ESP,DF,Deportivo Alavés,La Liga,21,1997,6,2,290,3.2,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.06,0.00,0.06,0.06,0.06
1530,João Mário,PRT,MF,Inter Milan,Serie A,25,1993,20,12,1082,12.0,1,2,1,0,0,2,0,0.08,0.17,0.25,0.08,0.25,0.9,0.9,2.2,3.1,0.08,0.19,0.26,0.08,0.26
1531,Guillermo Maripán,CHL,DF,Deportivo Alavés,La Liga,24,1994,23,22,2008,22.3,2,2,2,0,0,5,0,0.09,0.09,0.18,0.09,0.18,1.2,1.2,0.6,1.8,0.05,0.03,0.08,0.05,0.08
1532,Lazar Markovic,SRB,FW,Fulham FC,Premier League,24,1994,1,0,45,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.06,0.06,0.00,0.06
1533,Marlon,BRA,DF,US Sassuolo,Serie A,22,1995,18,18,1508,16.8,1,0,1,0,0,4,1,0.06,0.00,0.06,0.06,0.06,0.2,0.2,0.0,0.2,0.01,0.00,0.01,0.01,0.01
1534,Marquinhos,BRA,DF,Paris Saint-Germain,Ligue 1,24,1994,30,30,2693,29.9,3,2,3,0,0,2,1,0.10,0.07,0.17,0.10,0.17,1.2,1.2,1.9,3.1,0.04,0.06,0.11,0.04,0.11
1535,Roger Martí,ESP,FW,Levante UD,La Liga,27,1991,31,23,1887,21.0,13,0,11,2,2,5,0,0.62,0.00,0.62,0.52,0.52,12.8,11.0,1.0,12.0,0.61,0.05,0.66,0.53,0.57
1536,Anthony Martial,FRA,FW,Manchester United,Premier League,22,1995,27,18,1621,18.0,10,2,9,1,1,2,0,0.56,0.11,0.67,0.50,0.61,6.1,5.4,2.8,8.2,0.34,0.16,0.50,0.30,0.45
1537,Aarón Martín,ESP,DF,1.FSV Mainz 05,Bundesliga,21,1997,33,32,2878,32.0,0,3,0,0,0,3,0,0.00,0.09,0.09,0.00,0.09,0.7,0.7,5.0,5.7,0.02,0.15,0.18,0.02,0.18
1538,Jonas Martin,FRA,MF,RC Strasbourg Alsace,Ligue 1,28,1990,23,23,2059,22.9,3,1,1,2,3,9,0,0.13,0.04,0.17,0.04,0.09,4.0,1.7,1.9,3.6,0.17,0.08,0.26,0.07,0.16
1539,Marvin Martin,FRA,MF,Stade Reims,Ligue 1,30,1988,13,8,623,6.9,0,1,0,0,0,1,0,0.00,0.14,0.14,0.00,0.14,0.3,0.3,1.1,1.4,0.05,0.15,0.20,0.05,0.20
1540,Iñigo Martínez,ESP,DF,Athletic Bilbao,La Liga,27,1991,33,33,2902,32.2,0,0,0,0,0,12,0,0.00,0.00,0.00,0.00,0.00,1.4,1.4,0.5,2.0,0.04,0.02,0.06,0.04,0.06
1541,Javi Martínez,ESP,MF,Bayern Munich,Bundesliga,29,1988,21,16,1309,14.5,3,0,3,0,0,3,0,0.21,0.00,0.21,0.21,0.21,1.5,1.5,0.4,1.9,0.10,0.02,0.13,0.10,0.13
1542,Lautaro Martínez,ARG,FW,Inter Milan,Serie A,20,1997,27,13,1344,14.9,6,2,5,1,1,4,0,0.40,0.13,0.54,0.33,0.47,6.7,6.0,2.4,8.4,0.48,0.17,0.65,0.43,0.60
1543,Pablo Martinez,FRA,DF,RC Strasbourg Alsace,Ligue 1,29,1989,32,32,2815,31.3,3,1,3,0,0,7,0,0.10,0.03,0.13,0.10,0.13,1.3,1.3,0.2,1.5,0.04,0.01,0.05,0.04,0.05
1544,Gelson Martins,PRT,FW,Atlético de Madrid,La Liga,23,1995,8,1,229,2.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.0,0.7,0.26,0.02,0.28,0.26,0.28
1545,Gelson Martins,PRT,FW,AS Monaco,Ligue 1,23,1995,16,16,1389,15.4,4,2,4,0,0,1,0,0.26,0.13,0.39,0.26,0.39,3.4,3.4,1.8,5.2,0.22,0.12,0.34,0.22,0.34
1546,Adam Marusic,MNE,DF,SS Lazio,Serie A,25,1992,26,24,2111,23.5,1,1,1,0,0,2,1,0.04,0.04,0.09,0.04,0.09,1.4,1.4,1.7,3.1,0.06,0.07,0.13,0.06,0.13
1547,Omar Mascarell,ESP,MF,FC Schalke 04,Bundesliga,25,1993,14,11,993,11.0,0,2,0,0,0,2,0,0.00,0.18,0.18,0.00,0.18,0.2,0.2,0.2,0.3,0.02,0.01,0.03,0.02,0.03
1548,Andrea Masiello,ITA,DF,Atalanta BC,Serie A,32,1986,24,22,1836,20.4,0,2,0,0,0,5,0,0.00,0.10,0.10,0.00,0.10,0.9,0.9,0.8,1.7,0.04,0.04,0.09,0.04,0.09
1549,Adam Masina,MAR,DF,Watford FC,Premier League,24,1994,14,11,1004,11.2,0,1,0,0,0,5,0,0.00,0.09,0.09,0.00,0.09,0.1,0.1,0.4,0.4,0.01,0.03,0.04,0.01,0.04
1550,Jordi Masip,ESP,GK,Real Valladolid CF,La Liga,29,1989,35,35,3150,35.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00
1551,Han-Noah Massengo,FRA,FW,AS Monaco,Ligue 1,17,2001,3,0,61,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
1552,Arthur Masuaku,COD,DF,West Ham United,Premier League,24,1993,23,19,1759,19.5,0,1,0,0,0,2,0,0.00,0.05,0.05,0.00,0.05,0.1,0.1,1.5,1.5,0.00,0.07,0.08,0.00,0.08
1553,Jaime Mata,ESP,FW,Getafe CF,La Liga,29,1988,34,27,2432,27.0,14,6,10,4,4,10,0,0.52,0.22,0.74,0.37,0.59,12.4,9.4,3.0,12.4,0.46,0.11,0.57,0.35,0.46
1554,Juan Mata,ESP,FW,Manchester United,Premier League,30,1988,22,16,1289,14.3,3,2,3,0,0,3,0,0.21,0.14,0.35,0.21,0.35,1.6,1.6,2.9,4.5,0.11,0.20,0.31,0.11,0.31
1555,Luca Matarese,ITA,FW,Frosinone Calcio,Serie A,20,1998,2,0,16,0.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
1556,Jean-Philippe Mateta,FRA,FW,1.FSV Mainz 05,Bundesliga,21,1997,34,29,2483,27.6,14,2,14,0,0,2,0,0.51,0.07,0.58,0.51,0.58,11.7,11.7,2.6,14.3,0.42,0.09,0.52,0.42,0.52
1557,Christian Mathenia,DEU,GK,1.FC Nuremberg,Bundesliga,26,1992,22,22,1932,21.5,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
1558,Nemanja Matic,SRB,MF,Manchester United,Premier League,29,1988,28,28,2436,27.1,1,0,1,0,0,7,1,0.04,0.00,0.04,0.04,0.04,1.4,1.4,0.9,2.3,0.05,0.03,0.08,0.05,0.08
1559,Joel Matip,CMR,DF,Liverpool FC,Premier League,26,1991,22,17,1537,17.1,1,0,1,0,0,3,0,0.06,0.00,0.06,0.06,0.06,0.5,0.5,0.1,0.6,0.03,0.00,0.04,0.03,0.04
1560,Rabbi Matondo,WAL,FW,FC Schalke 04,Bundesliga,17,2000,7,1,189,2.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.3,0.7,0.22,0.12,0.34,0.22,0.34
1561,Alessandro Matri,ITA,FW,US Sassuolo,Serie A,33,1984,19,6,603,6.7,2,0,2,0,0,3,0,0.30,0.00,0.30,0.30,0.30,2.8,2.8,0.3,3.2,0.42,0.05,0.47,0.42,0.47
1562,Federico Mattiello,ITA,MF,Bologna FC 1909,Serie A,23,1995,17,16,1333,14.8,1,1,1,0,0,2,1,0.07,0.07,0.14,0.07,0.14,0.4,0.4,2.1,2.5,0.03,0.14,0.17,0.03,0.17
1563,Blaise Matuidi,FRA,MF,Juventus FC,Serie A,31,1987,31,29,2418,26.9,3,2,3,0,0,5,0,0.11,0.07,0.19,0.11,0.19,1.6,1.6,1.4,2.9,0.06,0.05,0.11,0.06,0.11
1564,José Mauri,ITA,MF,AC Milan,Serie A,22,1996,5,2,208,2.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.05,0.08,0.13,0.05,0.13
1565,Stephy Mavididi,ENG,FW,Juventus FC,Serie A,20,1998,1,0,22,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
1566,Konstantinos Mavropanos,GRC,DF,Arsenal FC,Premier League,20,1997,4,3,148,1.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.3,0.03,0.13,0.16,0.03,0.16
1567,Alfie Mawson,ENG,DF,Fulham FC,Premier League,24,1994,15,13,1131,12.6,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.2,0.01,0.00,0.01,0.01,0.01
1568,Philipp Max,DEU,DF,FC Augsburg,Bundesliga,24,1993,30,30,2569,28.5,4,2,4,0,0,1,0,0.14,0.07,0.21,0.14,0.21,2.4,2.4,4.9,7.3,0.08,0.17,0.26,0.08,0.26
1569,Eric Maxim Choupo-Moting,CMR,FW,Paris Saint-Germain,Ligue 1,29,1989,22,8,802,8.9,3,0,3,0,0,0,0,0.34,0.00,0.34,0.34,0.34,4.7,4.7,0.4,5.1,0.52,0.04,0.57,0.52,0.57
1570,Alexandru Maxim,ROU,MF,1.FSV Mainz 05,Bundesliga,28,1990,22,3,579,6.4,1,0,1,0,0,3,0,0.16,0.00,0.16,0.16,0.16,0.7,0.7,1.6,2.3,0.11,0.24,0.36,0.11,0.36
1571,Borja Mayoral,ESP,FW,Levante UD,La Liga,21,1997,29,16,1621,18.0,3,2,3,0,0,1,0,0.17,0.11,0.28,0.17,0.28,3.4,3.4,2.9,6.3,0.19,0.16,0.35,0.19,0.35
1572,Robert Mazan,SVK,DF,Celta de Vigo,La Liga,24,1994,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.03,0.05,0.08,0.03,0.08
1573,Luca Mazzitelli,ITA,MF,Genoa CFC,Serie A,22,1995,10,3,323,3.6,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.1,0.5,0.12,0.02,0.14,0.12,0.14
1574,Kylian Mbappé,FRA,FW,Paris Saint-Germain,Ligue 1,19,1998,29,24,2343,26.0,33,7,32,1,2,5,1,1.27,0.27,1.54,1.23,1.50,27.2,25.7,5.5,31.2,1.05,0.21,1.26,0.99,1.20
1575,Ibrahima Mbaye,SEN,DF,Bologna FC 1909,Serie A,23,1994,23,22,2010,22.3,2,0,2,0,0,6,0,0.09,0.00,0.09,0.09,0.09,1.9,1.9,0.2,2.2,0.09,0.01,0.10,0.09,0.10
1576,Loïc Mbe Soh,FRA,DF,Paris Saint-Germain,Ligue 1,17,2001,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.17,0.00,0.17,0.17,0.17
1577,Nolan Mbemba,COG,MF,Stade Reims,Ligue 1,23,1995,8,4,357,4.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.03,0.01,0.04,0.03,0.04
1578,Adama Mbengue,SEN,DF,SM Caen,Ligue 1,24,1993,11,8,739,8.2,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.3,0.6,0.03,0.04,0.07,0.03,0.07
1579,Isaac Mbenza,BEL,FW,Huddersfield Town,Premier League,22,1996,22,10,986,11.0,1,1,1,0,0,1,0,0.09,0.09,0.18,0.09,0.18,1.1,1.1,0.8,1.9,0.10,0.07,0.17,0.10,0.17
1580,Stéphane Mbia,CMR,DF,FC Toulouse,Ligue 1,32,1986,5,5,446,5.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.1,0.01,0.00,0.01,0.01,0.01
1581,Kara Mbodj,SEN,DF,FC Nantes,Ligue 1,28,1989,6,6,506,5.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.03,0.00,0.03,0.03,0.03
1582,Jordi Mboula,ESP,FW,AS Monaco,Ligue 1,19,1999,7,3,276,3.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.1,1.1,0.31,0.05,0.36,0.31,0.36
1583,James McArthur,SCO,MF,Crystal Palace,Premier League,30,1987,38,36,3058,34.0,3,6,3,0,0,7,0,0.09,0.18,0.26,0.09,0.26,5.4,5.4,3.3,8.8,0.16,0.10,0.26,0.16,0.26
1584,Alex McCarthy,ENG,GK,Southampton FC,Premier League,28,1989,25,25,2250,25.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
1585,James McCarthy,IRL,MF,Everton FC,Premier League,27,1990,1,0,15,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
1586,Kevin McDonald,SCO,MF,Fulham FC,Premier League,29,1988,15,10,841,9.3,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.01,0.01,0.02,0.01,0.02
1587,Levan Mchedlidze,GEO,FW,FC Empoli,Serie A,28,1990,11,0,208,2.3,0,1,0,0,0,1,0,0.00,0.43,0.43,0.00,0.43,0.2,0.2,0.1,0.3,0.09,0.03,0.13,0.09,0.13
1588,Weston McKennie,USA,MF,FC Schalke 04,Bundesliga,19,1998,24,19,1746,19.4,1,4,1,0,0,6,0,0.05,0.21,0.26,0.05,0.26,2.0,2.0,1.7,3.8,0.10,0.09,0.19,0.10,0.19
1589,Dwight McNeil,ENG,MF,Burnley FC,Premier League,18,1999,21,19,1591,17.7,3,5,3,0,0,2,0,0.17,0.28,0.45,0.17,0.45,1.8,1.8,3.3,5.1,0.10,0.18,0.29,0.10,0.29
1590,Scott McTominay,SCO,MF,Manchester United,Premier League,21,1996,16,9,867,9.6,2,0,2,0,0,1,0,0.21,0.00,0.21,0.21,0.21,1.0,1.0,0.0,1.1,0.11,0.00,0.11,0.11,0.11
1591,Iuri Medeiros,PRT,MF,Genoa CFC,Serie A,24,1994,2,2,106,1.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.10,0.07,0.18,0.10,0.18
1592,Nicky Beloko,CHE,MF,ACF Fiorentina,Serie A,18,2000,1,0,45,0.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
1593,Álvaro Medrán,ESP,MF,Rayo Vallecano,La Liga,24,1994,21,12,1149,12.8,3,0,3,0,0,8,1,0.23,0.00,0.23,0.23,0.23,1.5,1.5,1.5,3.1,0.12,0.12,0.24,0.12,0.24
1594,Ben Mee,ENG,DF,Burnley FC,Premier League,28,1989,38,38,3420,38.0,0,2,0,0,0,9,0,0.00,0.05,0.05,0.00,0.05,1.5,1.5,1.2,2.7,0.04,0.03,0.07,0.04,0.07
1595,Riccardo Meggiorini,ITA,FW,Chievo Verona,Serie A,32,1985,24,18,1548,17.2,3,1,2,1,1,6,0,0.17,0.06,0.23,0.12,0.17,3.7,3.0,0.5,3.5,0.22,0.03,0.25,0.17,0.20
1596,Admir Mehmedi,CHE,FW,VfL Wolfsburg,Bundesliga,27,1991,26,20,1692,18.8,6,5,6,0,0,1,0,0.32,0.27,0.59,0.32,0.59,3.2,3.2,3.8,7.0,0.17,0.20,0.37,0.17,0.37
1597,Soualiho Meïté,FRA,MF,Torino FC,Serie A,24,1994,35,30,2659,29.5,2,4,2,0,0,7,1,0.07,0.14,0.20,0.07,0.20,1.2,1.2,2.5,3.7,0.04,0.09,0.13,0.04,0.13
1598,Farid El Melali,DZA,FW,SCO Angers,Ligue 1,21,1997,18,0,328,3.6,0,1,0,0,0,1,0,0.00,0.27,0.27,0.00,0.27,0.4,0.4,0.2,0.6,0.12,0.05,0.17,0.12,0.17
1599,Óscar Melendo,ESP,MF,RCD Espanyol Barcelona,La Liga,20,1997,32,22,1997,22.2,0,5,0,0,0,3,0,0.00,0.23,0.23,0.00,0.23,0.8,0.8,3.3,4.1,0.04,0.15,0.18,0.04,0.18
1600,Gonzalo Melero,ESP,MF,SD Huesca,La Liga,24,1994,22,14,1345,14.9,2,1,1,1,2,3,0,0.13,0.07,0.20,0.07,0.13,4.0,2.5,1.1,3.6,0.27,0.07,0.34,0.17,0.24
1601,Arthur,BRA,MF,FC Barcelona,La Liga,21,1996,27,19,1430,15.9,0,1,0,0,0,2,0,0.00,0.06,0.06,0.00,0.06,0.3,0.3,1.6,1.9,0.02,0.10,0.12,0.02,0.12
1602,Pedro Mendes,PRT,DF,Montpellier HSC,Ligue 1,27,1990,31,31,2667,29.6,1,0,1,0,0,7,0,0.03,0.00,0.03,0.03,0.03,0.5,0.5,0.4,0.8,0.02,0.01,0.03,0.02,0.03
1603,Thiago Mendes,BRA,MF,LOSC Lille,Ligue 1,26,1992,35,35,3074,34.2,0,5,0,0,0,10,0,0.00,0.15,0.15,0.00,0.15,1.3,1.3,4.2,5.5,0.04,0.12,0.16,0.04,0.16
1604,Brais Méndez,ESP,MF,Celta de Vigo,La Liga,21,1997,31,27,2349,26.1,6,7,5,1,1,5,0,0.23,0.27,0.50,0.19,0.46,5.5,4.8,3.3,8.1,0.21,0.13,0.34,0.18,0.31
1605,Nathaniel Mendez-Laing,ENG,MF,Cardiff City,Premier League,26,1992,20,11,985,10.9,4,1,3,1,1,0,0,0.37,0.09,0.46,0.27,0.37,2.8,2.1,1.5,3.5,0.26,0.13,0.39,0.19,0.32
1606,Stiven Mendoza,COL,FW,Amiens SC,Ligue 1,26,1992,25,22,1877,20.9,2,2,2,0,0,4,0,0.10,0.10,0.19,0.10,0.19,2.8,2.8,1.9,4.7,0.13,0.09,0.23,0.13,0.23
1607,Alexandre Mendy,GNB,FW,EA Guingamp,Ligue 1,24,1994,16,8,767,8.5,3,0,3,0,0,2,0,0.35,0.00,0.35,0.35,0.35,3.0,3.0,0.5,3.5,0.35,0.05,0.41,0.35,0.41
1608,Benjamin Mendy,FRA,DF,Manchester City,Premier League,24,1994,10,10,900,10.0,0,5,0,0,0,1,0,0.00,0.50,0.50,0.00,0.50,0.2,0.2,1.3,1.5,0.02,0.13,0.15,0.02,0.15
1609,Edouard Mendy,SEN,GK,Stade Reims,Ligue 1,26,1992,38,38,3420,38.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
1610,Ferland Mendy,FRA,DF,Olympique Lyon,Ligue 1,23,1995,30,27,2531,28.1,2,1,2,0,0,2,0,0.07,0.04,0.11,0.07,0.11,1.1,1.1,3.4,4.5,0.04,0.12,0.16,0.04,0.16
1611,Nampalys Mendy,SEN,MF,Leicester City,Premier League,26,1992,31,23,2092,23.2,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.00,0.01,0.01,0.00,0.01
1612,Hamza Mendyl,MAR,DF,FC Schalke 04,Bundesliga,20,1997,9,7,544,6.0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.3,0.02,0.02,0.04,0.02,0.04
1613,Chris Mepham,WAL,DF,AFC Bournemouth,Premier League,20,1997,13,10,850,9.4,0,1,0,0,0,1,0,0.00,0.11,0.11,0.00,0.11,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
1614,Gabriel Mercado,ARG,DF,Sevilla FC,La Liga,31,1987,23,19,1738,19.3,2,1,2,0,0,10,0,0.10,0.05,0.16,0.10,0.16,1.1,1.1,0.0,1.1,0.06,0.00,0.06,0.06,0.06
1615,Alex Meret,ITA,GK,SSC Napoli,Serie A,21,1997,14,13,1151,12.8,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
1616,Mehdi Merghem,FRA,FW,EA Guingamp,Ligue 1,21,1997,9,9,721,8.0,0,1,0,0,0,3,0,0.00,0.12,0.12,0.00,0.12,1.2,1.2,0.1,1.3,0.15,0.01,0.16,0.15,0.16
1617,Mikel Merino,ESP,MF,Real Sociedad,La Liga,22,1996,29,24,2055,22.8,3,3,3,0,0,10,1,0.13,0.13,0.26,0.13,0.26,2.6,2.6,1.7,4.4,0.12,0.08,0.19,0.12,0.19
1618,Sabin Merino,ESP,FW,CD Leganés,La Liga,26,1992,12,2,295,3.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1.5,1.5,0.2,1.7,0.46,0.05,0.51,0.46,0.51
1619,Martín Merquelanz,ESP,MF,Real Sociedad,La Liga,23,1995,1,0,6,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
1620,Dries Mertens,BEL,FW,SSC Napoli,Serie A,31,1987,35,23,2252,25.0,16,11,15,1,1,1,0,0.64,0.44,1.08,0.60,1.04,12.3,11.5,7.7,19.2,0.49,0.31,0.80,0.46,0.77
1621,Roque Mesa,ESP,MF,Sevilla FC,La Liga,29,1989,31,20,1746,19.4,2,2,2,0,0,11,1,0.10,0.10,0.21,0.10,0.21,1.7,1.7,1.4,3.1,0.09,0.07,0.16,0.09,0.16
1622,Lionel Messi,ARG,FW,FC Barcelona,La Liga,31,1987,34,29,2713,30.1,36,13,32,4,5,3,0,1.19,0.43,1.63,1.06,1.49,23.4,19.7,13.6,33.3,0.78,0.45,1.23,0.65,1.10
1623,Romain Métanire,MDG,DF,Stade Reims,Ligue 1,28,1990,5,4,313,3.5,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.4,0.12,0.01,0.13,0.12,0.13
1624,Thomas Meunier,BEL,DF,Paris Saint-Germain,Ligue 1,26,1991,22,19,1610,17.9,3,3,3,0,0,2,0,0.17,0.17,0.34,0.17,0.34,2.8,2.8,3.5,6.2,0.16,0.19,0.35,0.16,0.35
1625,Mexer,MOZ,DF,Stade Rennais FC,Ligue 1,29,1988,29,29,2469,27.4,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.1,0.7,0.02,0.01,0.02,0.02,0.02
1626,Max Meyer,DEU,MF,Crystal Palace,Premier League,22,1995,29,15,1416,15.7,1,2,1,0,0,3,0,0.06,0.13,0.19,0.06,0.19,2.2,2.2,1.2,3.4,0.14,0.08,0.22,0.14,0.22
1627,Matt Miazga,USA,DF,FC Nantes,Ligue 1,23,1995,8,8,720,8.0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.3,0.7,0.05,0.04,0.08,0.05,0.08
1628,Míchel Herrero,ESP,MF,Real Valladolid CF,La Liga,30,1988,35,27,2553,28.4,1,2,1,0,1,9,0,0.04,0.07,0.11,0.04,0.11,1.5,0.7,3.8,4.5,0.05,0.13,0.19,0.02,0.16
1629,Clément Michelin,FRA,DF,FC Toulouse,Ligue 1,21,1997,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
1630,Petar Micin,SRB,MF,Udinese Calcio,Serie A,19,1998,1,0,3,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
1631,Miguel de la Fuente,ESP,MF,Real Valladolid CF,La Liga,18,1999,2,0,12,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,1.18,0.00,1.18,1.18,1.18
1632,Florian Miguel,FRA,DF,Nîmes Olympique,Ligue 1,21,1996,13,12,1117,12.4,0,1,0,0,0,2,1,0.00,0.08,0.08,0.00,0.08,0.2,0.2,0.6,0.8,0.01,0.05,0.06,0.01,0.06
1633,Nikola Milenkovic,SRB,DF,ACF Fiorentina,Serie A,20,1997,34,34,3008,33.4,3,0,3,0,0,8,1,0.09,0.00,0.09,0.09,0.09,2.6,2.6,0.3,2.9,0.08,0.01,0.09,0.08,0.09
1634,Arkadiusz Milik,POL,FW,SSC Napoli,Serie A,24,1994,35,27,2396,26.6,17,3,17,0,0,4,0,0.64,0.11,0.75,0.64,0.75,15.5,15.5,3.0,18.5,0.58,0.11,0.69,0.58,0.69
1635,Sergej Milinković-Savić,SRB,MF,SS Lazio,Serie A,23,1995,31,29,2396,26.6,5,3,5,0,0,7,1,0.19,0.11,0.30,0.19,0.30,5.4,5.4,3.9,9.3,0.20,0.15,0.35,0.20,0.35
1636,Vanja Milinković-Savić,SRB,GK,SPAL,Serie A,21,1997,2,2,164,1.8,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
1637,Luka Milivojevic,SRB,MF,Crystal Palace,Premier League,27,1991,38,38,3420,38.0,12,2,2,10,11,10,0,0.32,0.05,0.37,0.05,0.11,11.1,2.7,3.0,5.7,0.29,0.08,0.37,0.07,0.15
1638,Pere Milla,ESP,FW,SD Eibar,La Liga,25,1992,5,5,341,3.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.2,0.4,0.05,0.05,0.10,0.05,0.10
1639,Vincenzo Millico,ITA,MF,Torino FC,Serie A,17,2000,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
1640,James Milner,ENG,MF,Liverpool FC,Premier League,32,1986,31,19,1789,19.9,5,4,2,3,3,6,1,0.25,0.20,0.45,0.10,0.30,3.9,1.7,4.8,6.5,0.20,0.24,0.44,0.08,0.33
1641,Santi Mina,ESP,FW,Valencia CF,La Liga,22,1995,30,23,1852,20.6,7,5,7,0,0,4,0,0.34,0.24,0.58,0.34,0.58,7.3,7.1,2.6,9.7,0.36,0.13,0.48,0.35,0.47
